steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
250034	1377	3759.7621870040894	618.2272727272727	75.0	872.4742277846705	2280.0	0.0	20.784558810756867	7.4575518881534775	52753
500058	3084	8247.86554980278	680.7692307692307	125.0	1097.8157412377552	2935.0	0.0	12.435256891285789	11.270936107134267	115698
750429	4674	13867.052009105682	176.36363636363637	200.0	54.521950603799	250.0	75.0	35.276138457629806	9.185196613718032	178701
1000509	5778	19420.724460601807	1042.2727272727273	150.0	1201.8790784596015	2885.0	0.0	15.239882283850656	5.130917875051852	241509
1250594	6203	24972.44501209259	1834.9166666666667	2515.0	1151.5507200008444	2915.0	0.0	9.905870067974668	2.786763426460324	304164
1500876	6673	30514.305173158646	1310.3225806451612	1980.0	1285.3300065766969	4420.0	0.0	6.806213189572581	1.2756194901070221	366889
1750226	7257	36010.91102194786	2859.3518518518517	2875.0	102.78685721128876	3145.0	2570.0	5.9159817807249455	1.634796307845263	429399
2001273	7637	41581.23095846176	3772.0	4375.0	1237.3899115086758	6095.0	2170.0	2.944231659203468	0.881849218244066	492282
2250079	8011	47108.32950639725	3794.453125	3135.0	1472.4585630808356	7260.0	2920.0	5.905080182193964	1.1279007968903045	554582
2501339	8421	52647.426032066345	3153.0555555555557	3137.5	78.2877273521735	3365.0	3065.0	5.074565606658985	1.4886427695523399	617506
2750356	8824	58188.51067900658	3323.75	3240.0	109.85859209188081	3440.0	3115.0	5.580909047024512	1.2146652942958147	679864
3000606	9163	63725.57941865921	4263.870967741936	3440.0	1825.4934080395083	8135.0	3240.0	5.533385388703088	0.7751940925401339	742511
3250072	9579	69272.3499724865	9834.827586206897	9447.5	2326.007792431857	13025.0	6930.0	6.1318421132308165	0.9321433266156367	804976
3500206	10155	74840.21338438988	6336.617647058823	7032.5	2102.6845742498826	11770.0	3040.0	11.649053648250355	2.070097990626176	867650
3750123	10674	80429.03309702873	10056.929824561403	10590.0	1980.716580825964	13330.0	7510.0	6.654693005209881	2.494454759395415	930257
4000146	11531	86090.8982489109	7209.076923076923	7477.5	567.0772969389953	7610.0	5000.0	13.657653863532943	2.8653461033784895	992983
4250261	12433	91742.15810227394	7798.706896551724	7725.0	515.0864681421415	12185.0	7450.0	17.368851712812585	2.006661813121289	1055742
4501290	13183	97380.95689225197	8060.476190476191	7650.0	1119.795025269139	11990.0	7510.0	8.851740084884188	1.6447913789321749	1118682
4750079	13657	102946.02245593071	11402.631578947368	13095.0	2529.7388532047203	13815.0	7500.0	7.163219854653999	2.2810202445883574	1180988
5000092	14148	108575.93851137161	13570.921052631578	13437.5	1582.3553498055744	18925.0	7775.0	5.078424964876723	1.823044060006183	1243624
5250163	14723	114221.56589818001	13496.79347826087	13600.0	630.3385543847154	13695.0	7595.0	15.868304603520322	2.461885575935529	1306297
5500375	15258	119845.26880788803	12916.875	13215.0	1585.498075598729	17540.0	7660.0	7.72002156863981	2.1430566828918676	1368974
5750426	15784	125429.04468655586	13650.277777777777	13640.0	192.2793520021045	14100.0	13330.0	6.097827418896864	2.057198407975749	1431629
6000157	16188	131065.00124502182	13508.026315789473	13497.5	148.21250026468212	13875.0	13265.0	6.493640342297876	1.7028794757565138	1494160
6250088	16704	136660.90362548828	14721.746987951807	13760.0	2002.1607891096394	19585.0	13110.0	16.806312745695045	1.4829075685118496	1556773
6501215	17251	142381.26080083847	13142.888888888889	13390.0	1206.2891486293865	13940.0	7725.0	9.213086840618876	2.536990825256476	1619698
6750067	17725	147971.72559213638	19395.526315789473	19950.0	1745.227851530968	20805.0	13215.0	9.287915747145579	2.2707257728269323	1682030
7000201	18427	153655.28903245926	19556.26582278481	19715.0	1220.1564286941282	20625.0	13700.0	15.47269359918225	2.8930332809135115	1744736
7250633	18967	159345.64499282837	14086.166666666666	13385.0	3490.5062969488463	20115.0	2960.0	18.21165324836518	2.2562889573113813	1807479
7501168	19367	164598.25887155533	14464.875	14285.0	968.3944467453226	19975.0	13205.0	5.433886566071731	1.577463889976343	1870220
7750525	19905	170194.02489686012	14025.535714285714	13570.0	1897.573172412317	19685.0	7670.0	16.77480588416136	1.819731512148412	1932695
8000519	20475	175869.33910369873	14325.131578947368	14220.0	455.1588478912123	15765.0	13690.0	4.792291761549486	1.8809820317810944	1995352
8250846	20915	181536.70875525475	19541.428571428572	20132.5	1557.7941030612703	20645.0	13700.0	16.839215533863474	1.677148476947809	2058052
8500096	21383	187205.33018136024	16180.078125	16470.0	2156.860499898365	20325.0	12635.0	6.417886849600457	1.3582766696153212	2120477
8750054	21862	192855.96301698685	17215.0	18175.0	2514.427867328868	20540.0	13720.0	15.336290277282107	1.8636177148004773	2183097
9000628	22342	198529.45880818367	15552.02380952381	15370.0	1911.7190130312388	20350.0	13610.0	3.301778956243747	1.6429532611065498	2245864
9250582	22747	204226.56383609772	14730.0	14260.0	1452.6573013942818	20415.0	13570.0	2.820522608003658	1.2210822206220744	2308453
9500520	23149	209924.70889306068	15031.904761904761	14335.0	1617.4403718722174	19595.0	13690.0	4.277020484753865	0.9567908828960691	2371047
9751608	23539	215640.6649851799	19232.083333333332	19275.0	879.0606890513652	20700.0	13895.0	11.794515128306621	1.1259595728420937	2433941
10000000	23981	221283.2045931816	14208.557692307691	14042.5	912.0851657315293	19915.0	13660.0	4.5836077974704486	0.8780272625708935	2496168
