steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
250002	2939	2346.770625114441	303.5845588235294	300.0	19.173903616072703	375.0	275.0	2.9249973436797547	0.04248588557106499	53092
500042	5510	5271.98873591423	470.1244813278008	400.0	218.06341074673827	1100.0	100.0	4.41343955225012	0.06639914399304714	116231
750210	7813	8929.139140605927	721.0164835164835	650.0	191.62703979012525	1250.0	575.0	3.097730469899579	0.04525377754236456	179340
1000007	9546	12580.47251534462	795.0721153846154	700.0	224.13897429586422	1325.0	350.0	4.052929982713384	0.02564987592336811	242231
1250017	11012	16248.170617580414	735.3293413173652	725.0	159.2585774623981	1075.0	425.0	3.3506624846241615	0.017863436131578796	305101
1500092	12598	19928.07384443283	978.3422459893048	825.0	838.2322223477364	4900.0	575.0	3.4605244400413997	0.019222815784150034	368031
1750168	14119	23645.96162867546	1290.945945945946	825.0	1281.2039163705165	4425.0	375.0	4.719022554395318	0.027369902659951668	430906
2000065	15680	27305.059466600418	805.4020100502513	800.0	324.1622289888352	3800.0	350.0	4.766555357444178	0.06170051782736252	493784
2250049	17156	30939.73756313324	941.304347826087	875.0	358.2923750122546	1425.0	375.0	4.943519996397091	0.0800674189608055	556673
2500092	18740	34573.08459806442	1755.0925925925926	775.0	1550.6113272731407	4250.0	325.0	11.633395959997248	0.0650212531401823	619575
2750099	20221	38236.944022893906	2175.2890173410406	900.0	1656.940100721411	4275.0	400.0	14.154701029643867	0.15082547367821023	682467
3000081	21717	41920.580971479416	1438.6682242990655	587.5	1579.5764355355457	4750.0	300.0	8.735958485065536	0.22224804463254974	745346
3250073	23186	45639.6285135746	1912.8826530612246	475.0	1900.129005473347	4475.0	125.0	11.938755269521732	0.18886597911229824	808194
3500255	24537	49365.473418712616	3602.0689655172414	4250.0	1495.7535478033417	4675.0	400.0	13.474417018002775	0.18130096945835772	871083
3750034	25792	53068.44066143036	3827.96875	4325.0	1320.2682566272458	4875.0	225.0	10.946659905923969	0.12767898824214596	933842
4000036	27026	56788.0282125473	4297.431506849315	4300.0	1663.5823659740395	7600.0	525.0	10.950059461245717	0.0977014966863003	996650
4250108	28247	60541.41905736923	4925.757575757576	4450.0	2695.6388644154003	8275.0	150.0	11.630712160553188	0.11552876355776771	1059459
4500136	29442	64258.25479578972	3265.757575757576	4075.0	1630.0536432573397	4925.0	125.0	11.419408240970098	0.11758032894508261	1122272
4750119	30632	67999.40701341629	4258.221476510067	4450.0	1381.918842444523	7750.0	350.0	13.147632791561835	0.12717573677675034	1185058
5000163	31845	71704.38657665253	4431.622516556291	4150.0	916.0772437716655	7625.0	4000.0	11.470113231932373	0.10252478038703569	1247875
5250110	33077	75397.45374536514	4514.666666666667	4250.0	1768.8182520961689	8025.0	275.0	10.325425325716106	0.1714461636230697	1310683
5500372	34385	79058.8293337822	5888.8671875	4662.5	1794.8055204499726	8475.0	3975.0	9.631441282959953	0.18197069759797846	1373566
5750004	35601	82756.71042537689	4317.356687898089	4350.0	2431.4127844462046	8400.0	125.0	16.819459719094333	0.18776692687005933	1436291
6000248	36696	86435.28369379044	6354.29104477612	4712.5	2343.2885407761323	11975.0	3900.0	18.167294274967723	0.22201299880977132	1499127
6250071	37917	90150.95630049706	5586.0687022900765	4175.0	3072.3724864091087	11825.0	375.0	13.036603411415166	0.20833823419243797	1561878
6500583	39005	93894.8133096695	8433.547008547008	8075.0	2413.262927412359	11675.0	550.0	16.972467760290723	0.23782558393634926	1624786
6750086	40193	97602.67896914482	7103.373015873016	7712.5	2774.4122858266815	11725.0	725.0	20.58265295120842	0.2546494723794479	1687470
7000035	41346	101310.25281047821	9269.130434782608	11075.0	3133.774226693774	12025.0	3875.0	19.61566733951825	0.23824698575054076	1750252
7250891	42369	105023.40228843689	6614.763779527559	7650.0	4735.967529008251	12050.0	325.0	17.070944556099974	0.2687296898883085	1813209
7501012	43457	108772.36942052841	9326.724137931034	8600.0	2810.0396951743887	15025.0	300.0	21.401138846577116	0.2579761572285916	1876007
7750079	44522	112519.71704483032	8657.317073170732	7900.0	3466.663150443167	15400.0	400.0	21.708358129855117	0.3114278273675471	1938561
8000008	45595	116247.1839928627	9000.0	11075.0	4680.244669986834	15875.0	300.0	23.40647680484726	0.3220097227152053	2001291
8251037	46649	119972.5228292942	8356.65322580645	7912.5	3297.8930648806495	15325.0	3950.0	22.638875645200656	0.374383489680304	2064309
8500643	47702	123687.96974134445	10499.774774774774	10975.0	3846.1484505096655	15400.0	4075.0	22.376426121448695	0.33024622990678665	2126974
8750180	48699	127589.50849699974	7647.777777777777	7575.0	4963.899025195648	15125.0	75.0	18.318254635007555	0.2867261408140242	2189620
9000290	49660	132154.5926439762	5589.044943820225	7250.0	4191.437591413524	14775.0	175.0	17.14865521769575	0.2813279881995174	2252392
9250352	50709	136871.82660913467	9235.897435897436	8175.0	5263.333217492071	15400.0	500.0	23.74192142828154	0.2780767487389634	2315201
9500335	51673	141672.59017276764	9931.09243697479	14950.0	6554.190636391549	15850.0	200.0	22.056716718603557	0.25830424502361254	2377915
9750096	52637	146297.26843738556	10033.644859813085	11400.0	4445.816486448373	15375.0	525.0	21.662268081372144	0.24725520658905778	2440591
10000000	53585	151038.05076646805	8544.06779661017	7787.5	5174.202194960948	15525.0	225.0	23.06932355035525	0.247917922517399	2503310
